Name Ship to,Ship to party,Total Cost,Min,Max
DALEKOVOD ŽITNJAK (ATALIAN GSC),507139104,18.86,35.74,47.8
OLYMPUS - SLUŽBA ZA PRODUŽ.LIJEČ. I,507138142,14.0,10.59,28.01
VINDIJA d.d.,507138056,0.0,99999.0,0.0
MARIKOMERC d.o.o.,507139464,188.55,254.8,322.6
OLYMPUS - OPĆA BOLNICA SISAK,507138119,97.91,10.59,111.04
HOTEL PADOVA,507138345,17.52,82.652,82.652
PC VALAMAR DIAMANT- HOTEL,507138172,7.0,1.82,1.82
Vindija d.d.- SKL.REP-.MAT-Županja,507583487,154.82,20.9,475.18
OLYMPUS - KLINIKA ZA DJEČJE BOLESTI,507138112,11.42,55.52,55.52
VET.STANICA JASTREBARSKO d.o.o.,507138151,24.1,267.14,267.14
LUKAČ d.o.o.,507292220,197.32,124.5,894.55
OLYMPUS - OPĆA BOLNICA ŠIBENSKO-KNI,507138140,56.37,28.01,84.03
OLYMPUS - SPECIJALNA BOLNICA AGRAM,507138138,44.43,10.59,33.84
KAUFLAND VARAŽDIN,507138308,159.04,9.46,98.599
FARMA STARI GRADAC,507138104,27.6,43.8,43.8
OLYMPUS - SPECIJALNA BOLNICA RADIOC,507138150,21.0,10.59,28.01
POZITRON,507139075,7.0,2.952,2.952
IVICA BILANDŽIĆ (Rest. Grande Luna),507138900,7.0,17.77,17.77
JADRAN GALENSKI LAB. - centralno sk,507138053,394.6,18.879,826.21
HRVATSKI TELEKOM,507138335,7.0,26.424,26.424
"Dom za starije osobe ""Domenico Perg",507139264,63.82,9.02,84.5
VALAMAR RIVIERA d.d.,507138167,18.94,87.118,87.118
PC LACROMA - 5262 DOMAĆINSTVO - jav,507138420,22.92,21.47,34.158
PETROKEMIJA - RESTORAN (Atalian),507139118,21.0,19.05,29.9
RUS - TOWER CENTAR RIJEKA,507138774,20.09,24.02,46.86
OLYMPUS - OPĆA BOLNICA ŠIBENIK,507138120,34.35,10.59,52.26
HOTEL TURIST VARAŽDIN,507139854,7.0,4.77,4.77
HRVATSKA INDUSTRIJA ŠEĆERA d.d.,507139611,40.1,298.6,298.6
OLYMPUS - CROATIA POLIKLINIKA,507138145,27.85,21.18,51.76
HOTEL PINIJA (Intermod d.o.o.),507139398,7.0,5.075,5.075
JOKER FITNESS d.o.o.,507139709,414.79,83.6,730.212
ZGRADA ADDIKO BANKE,507139109,49.02,79.141,137.982
OLYMPUS - OPĆA BOLNICA PULA,507188880,203.65,17.42,163.29999999999998
RIGETA d.o.o.,507139169,147.73,229.0,952.8
DUKAT - BJELOVAR (agri),507138527,339.05,104.4,1897.2
OLYMPUS - SPEC.BOLNICA DUGA RESA,507138127,7.0,16.72,16.72
DOM ZA PSIHIČKI BOLESNE ODRASLE OSO,507139237,34.86,38.807,51.12
YASENKA d.o.o.,507139215,215.35,22.9,478.0
OLYMPUS - SPECIJALNA BOLNICA AGRAM,507138137,7.0,27.51,27.51
LJEKARNE SPLITSKO-DALMATINSKE ŽUPAN,507139712,69.5,22.33,328.6
HRVATSKA GOSPODARSKA KOMORA - ATALI,507742281,25.86,23.9,40.33
IKEA d.o.o. (ATALIAN),507139121,7.0,4.896,4.896
ZRAČNA LUKA ZAGREB - ATALIAN,507757587,7.0,28.58,28.58
OLYMPUS - SPECIJALNA BOLNICA AGRAM,507138143,13.09,31.77,31.77
GLAZIR d.o.o.,507139081,51.31,3.93,64.84
OPĆA ŽUPANIJSKA BOLNICA POŽEGA,507139235,7.0,0.17,0.17
Restoran ERSTE BANKA,507579420,20.85,47.8,69.5
KAUFLAND Centralno skladište,507139198,0.0,99999.0,0.0
# HOTEL PULA,507138288,7.0,6.168,6.168
H.K.O. d.o.o. - skladište,507139694,7.0,14.34,14.34
HRVATSKI TELEKOM (Atalian),507138074,40.1,245.06,245.06
Kaufland Dubrovnik 7430,507771847,164.49,3.28,104.26000000000002
OLYMPUS - SPECIJALNA BOLNICA AGRAM,507138136,14.0,10.59,10.59
MARINO-LUČKO d.o.o.,507138226,7.0,7.0,7.0
Nikolina Bukovac,506509938,7.0,0.86,0.86
INVERTER d.o.o.,507139429,26.01,108.142,108.142
GLANZ SERVIS d.o.o.,507139307,18.86,36.91,45.954
S.B Dalmatino,507801920,67.94,498.0,498.0
MARTINJAK d.o.o.,507138736,14.11,53.86,53.86
HOTEL MORENIA (Uvala Borova Podaca),507139514,283.71,33.33,2628.42
GRAND HOTEL ZAGREB,507497967,183.9,25.34,758.8190000000001
INVERTER d.o.o.,507139430,7.0,15.194,15.194
ORADA ADRIATIC d.o.o.,507139473,7.0,8.62,8.62
CENTAR SPOT OSEJAVA,507810371,20.35,54.28,54.28
PC KAMP JEŽEVAC,507138631,7.0,16.966,16.966
MULALIĆ MIRSADA,507138070,7.0,22.29,22.29
OLYMPUS - SPECIJALNA BOLNICA AGRAM,507138144,14.0,10.59,10.59
Dijana Kovačić,506455493,7.0,13.6,13.6
LIČANKA PROIZVODNJA PIĆA d.o.o.,507139278,26.01,107.6,107.6
Franck d.d. - ATALIAN,507764859,9.43,34.75,34.75
Nova Natura d.o.o,507814542,18.48,163.83,163.83
SANOL H d.o.o.,507138959,11.42,52.102,52.102
RESTORAN XXXLESNINA SPLIT,507843457,122.39,3.65,149.95399999999998
AGS SKLADIŠTE OSIJEK,507863222,884.7,4.26,2201.39
IREKS AROMA d.o.o.,507138298,32.6,104.5,124.5
RUS - AC POLARI,507138798,49.69,329.59,329.59
HOTEL PAGUS,507138277,0.0,99999.0,0.0
Hotel Vodice d.d.,507523518,7.0,27.975,27.975
"GAVRILOVIĆ PRVA HRV.TVOR.SAL.,SUŠ.",507138192,7.0,0.212,0.212
Renata Bahlen,500743923,11.42,71.93,71.93
MEDICPRO d.o.o.,507138926,14.11,94.919,94.919
HOTEL PINIA,507139358,48.94,34.16,206.046
SJAJ PRAONICA RUBLJA,507798454,129.83,20.9,259.76
HOTEL DELFIN,507138565,7.0,20.394,20.394
EKO EKSPRES - PODRAVKA,507138405,7.0,0.149,0.149
Mihaljevic d.o.o,507889891,52.86,251.06,251.06
AQULUX,507138510,97.66,932.0,932.0
OLYMPUS - SPECIJALNA BOLNICA PRIMAM,507138148,7.0,27.51,27.51
HOTEL SIRENA,507138571,108.06,6.104,146.1
LABRANDA HOTEL SENSES,507139657,14.0,3.424,11.78
RUS - APP GALIJOT,507138769,56.69,21.62,368.01
"PC CENTRALNA KUHINJA VINEŽ, MT 3127",507138675,7.0,1.98,1.98
HOTEL ALBATROS,507915402,15.92,31.403,31.403
OLYMPUS - POLIKLINIKA SUNCE SPLIT,507138126,7.0,10.59,10.59
HOTEL EPIDAURUS,507915326,30.19,6.987,73.413
PETROKEMIJA - KUĆA MIKLENIĆ (Atalia,507139119,7.0,14.8,14.8
PJ PARENTIUM,507139832,7.0,9.948,9.948
ALCA - SPLIT,507138292,20.35,53.533,53.533
Praonica tip top,507889893,196.06,77.7,361.93
HRVATSKA MATICA ISELJENIKA,507138329,7.0,0.8,0.8
PRAONICA RUBLJA DUGA,507516442,110.43,191.63,721.86
RUS - APARTMANI ASTRA,507138779,28.83,189.07,189.07
Restoran ERSTE CARD CLUB,507579418,9.43,35.81,35.81
PC KAMP KRK,507138634,7.0,7.46,7.46
PC HOTEL ZVONIMIR - 5273 DOMAĆINSTV,507138643,7.0,6.775,6.775
EMANUEL & MATEO J.D.O.O.,507928944,58.86,41.8,293.37
PC ARGOSY - 7502 KUHINJA,507138654,7.0,6.568,6.568
MARCHE RAVNA GORA (AUTOCESTA RIJEKA,507139823,7.0,1.78,1.78
KAMP ROŽAC,507138616,44.35,255.92,255.92
RUS - AC Veštar,507138799,40.1,284.21,284.21
HOTEL KOMPAS,507138548,7.0,10.504,10.504
HOTEL EXCELSIOR,507138545,14.0,0.43,10.074
GRAND VILLA ARGENTINA,507138544,7.0,8.784,8.784
Hotel Supetar,507469305,7.0,3.1020000000000003,3.1020000000000003
PC HOTEL KORALJ,507138630,7.0,14.398,14.398
RUS - AC Pineta Fažana,507966174,40.1,243.335,243.335
PC TIRENA,507138418,30.19,0.2,76.13499999999999
HOTEL BONJ,507138570,0.0,99999.0,0.0
Conex-Trade d.o.o.,507913790,44.35,256.85,256.85
"Longin beauty lounge, obrt za uslug",507969648,31.66,157.17,157.17
CENAR SPOT - OSEJEVA (Atalian),507139122,14.51,41.48,41.48
RUS - HOTEL MEDITERAN,507138763,40.1,284.74,284.74
Kaufland Vodice 6730,507969380,130.53,11.74,228.12
Mala ventula j.d.o.o,507988979,31.66,157.222,157.222
IMPERIAL LACROMA - 52620 DOMAĆINSTV,507188882,7.0,6.322,6.322
Marikomerc - Karmel ice,507992424,52.86,270.8,270.8
PRAONICA RUBLJA HISTRIANORUM LAVI (,507138709,49.69,325.95,325.95
Korčula Hill d.o.o,507924604,134.75,111.65,363.342
Šugaman j.d.o.o za usluge i trgovin,507924607,120.61,63.884,363.342
Energo floor d.o.o,507992228,118.88,1009.702,1009.702
Šumpreš 3,507999785,26.01,104.51,104.51
RUS - HOTEL MATERADA,507138764,49.69,329.59,329.59
SHERATON ZAGREB HOTEL,507139250,7.0,5.44,5.44
HOTEL ESPERANTO d.o.o.,507138512,17.52,69.5,69.5
Grašo commerce d.o.o,508021206,26.01,116.264,116.264
CAFFE BAR PROMENADA,507139571,37.33,152.05,152.05
OLYMPUS – CROATIA POLIKLINIKA,508021203,13.8,32.565,32.565
PATREA proizvodnja i prodaja suveni,507139174,7.0,1.05,1.05
TETEX d.o.o.,507139522,20.35,92.89,92.89
Obrt Lušija-praonica rublja,507992322,76.13,574.772,574.772
PC BAŠKA BEACH CAMPING RESORT - 527,507138698,7.0,3.154,3.154
HOTEL KRALJ TEHNIX D.O.O.,507139937,11.6,38.14,38.14
CROATIA-HVAR d.o.o.,507462179,44.35,255.19,255.19
GEBRUDER WEISS d.o.o.,507139214,7.0,22.9,22.9
KAUFLAND HRVATSKA k.d.,507138300,7.0,2.38,2.38
PRAONICA RUBLJA BIJELA KOŠULJA,507139192,20.35,53.466,53.466
"GORAN, UGOSTITELJSKI OBRT",507139660,23.19,59.02,59.02
PC SOLARIS - KAMP SOLARIS,507138182,7.0,22.825,22.825
ZATIŠJE 2003 d.o.o.,507798457,0.0,99999.0,0.0
ISTARSKA PIVOVARA d.o.o.,507139156,28.83,164.3,164.3
VIRC d.o.o.,507138617,23.89,112.73,112.73
OLYMPUS - POLIKLINIKA BORZAN d.o.o.,507138149,13.8,49.19,49.19
PC VALAMAR CLUB DUBROVNIK,507138419,7.0,11.486,11.486
MCR d.o.o. HOTEL FRANKOPAN,507248749,7.0,20.88,20.88
BLAŽEKA d.o.o.,507139367,7.0,12.0,12.0
3 MT d.o.o.,508139324,7.0,17.822,17.822
MARCHE DRAGANIC SJEVER (AUTOCESTA Z,507139818,7.0,5.01,5.01
